Time [s],Packet ID,MOSI,MISO
6.342301646000000,105,0x4700,0x2323
6.342315958000000,106,0xC47B,0x2323
6.342331114000000,107,0xC500,0x2323
6.342345426000000,108,0x0000,0x0023
6.342362082000000,109,0x4C00,0x2323
6.342376208000000,110,0x0300,0x2323
6.342393426000000,111,0x4600,0x2323
6.342407396000000,112,0x0004,0x2323
6.342422458000000,113,0x4A00,0x2323
6.342438802000000,114,0xF088,0x2323
6.342453052000000,115,0x4200,0x2323
6.342469676000000,116,0x4700,0x2323
6.342483894000000,117,0xC478,0x2323
6.342499114000000,118,0xC500,0x2323
6.342513176000000,119,0x0000,0x0023
6.342529864000000,120,0x4C00,0x2323
6.342544146000000,121,0x0300,0x2323
6.342563176000000,122,0x4600,0x2323
6.342577364000000,123,0x0004,0x2323
6.342592458000000,124,0x4A00,0x2323
6.342608770000000,125,0x0200,0x2323
6.342622958000000,126,0x0000,0x2323
6.342639490000000,127,0x4700,0x2323
6.342653552000000,128,0xC474,0x2323
6.342668582000000,129,0xC500,0x2323
6.342682708000000,130,0x0000,0x0023
6.342699552000000,131,0x4C00,0x2323
6.342713896000000,132,0x0300,0x2323
6.342731582000000,133,0x4600,0x2323
6.342745708000000,134,0x0044,0x2323
6.342760770000000,135,0x4A00,0x2323
6.342776738000000,136,0x8888,0x2323
6.342794644000000,137,0x8888,0x2323
6.342811146000000,138,0x4700,0x2323
6.342825302000000,139,0xC479,0x2323
6.342840520000000,140,0xC500,0x2323
6.342854896000000,141,0x0000,0x0023
6.342871458000000,142,0x4C00,0x2323
6.342885614000000,143,0x0300,0x2323
6.342903052000000,144,0x4600,0x2323
6.342917302000000,145,0x0044,0x2323
6.342932708000000,146,0x4A00,0x2323
6.342948958000000,147,0x4242,0x2323
6.342963270000000,148,0x4242,0x2323
6.342980114000000,149,0x4700,0x2323
6.342994302000000,150,0xC47A,0x2323
6.343009458000000,151,0xC500,0x2323
6.343023770000000,152,0x0000,0x0023
6.343040426000000,153,0x4C00,0x2323
6.343054614000000,154,0x0300,0x2323
6.343072146000000,155,0x4600,0x2323
6.343086238000000,156,0x0044,0x2323
6.343101488000000,157,0x4A00,0x2323
6.343117614000000,158,0x0000,0x2323
6.343131958000000,159,0x0000,0x2323
6.343148394000000,160,0x4700,0x2323
6.343162550000000,161,0xC47B,0x2323
6.343177582000000,162,0xC500,0x2323
6.343191770000000,163,0x0000,0x0023
6.343208614000000,164,0x4C00,0x2323
6.343222738000000,165,0x0300,0x2323
6.343239894000000,166,0x4600,0x2323
6.343253864000000,167,0x0004,0x2323
6.343268926000000,168,0x4A00,0x2323
6.343285082000000,169,0x0C88,0x2323
6.343299614000000,170,0x4200,0x2323
6.343315988000000,171,0x4700,0x2323
6.343330050000000,172,0xC478,0x2323
6.343345082000000,173,0xC500,0x2323
6.343359332000000,174,0x0000,0x0023
6.343375958000000,175,0x4C00,0x2323
6.343390332000000,176,0x0300,0x2323
6.343408926000000,177,0x4600,0x2323
6.343423114000000,178,0x0004,0x2323
6.343438176000000,179,0x4A00,0x2323
6.343454208000000,180,0x5012,0x2323
6.343468458000000,181,0x0000,0x2323
6.343485020000000,182,0x4700,0x2323
6.343499144000000,183,0xC474,0x2323
6.343514144000000,184,0xC500,0x2323
6.343528394000000,185,0x0000,0x0023
6.343545208000000,186,0x4C00,0x2323
6.343559426000000,187,0x0300,0x2323
6.343577052000000,188,0x4600,0x2323
6.343591050000000,189,0x0044,0x2323
6.343606238000000,190,0x4A00,0x2323
6.343622364000000,191,0x8888,0x2323
6.343636738000000,192,0x8888,0x2323
6.343653114000000,193,0x4700,0x2323
6.343667050000000,194,0xC479,0x2323
6.343682082000000,195,0xC500,0x2323
6.343696332000000,196,0x0000,0x0023
6.343712770000000,197,0x4C00,0x2323
6.343726864000000,198,0x0300,0x2323
6.343744364000000,199,0x4600,0x2323
6.343758426000000,200,0x0044,0x2323
6.343777582000000,201,0x4A00,0x2323
6.343793926000000,202,0x4242,0x2323
6.343808332000000,203,0x4242,0x2323
6.343824926000000,204,0x4700,0x2323
6.343839020000000,205,0xC47A,0x2323
6.343854176000000,206,0xC500,0x2323
6.343868364000000,207,0x0000,0x0023
6.343884988000000,208,0x4C00,0x2323
6.343899144000000,209,0x0300,0x2323
6.343916644000000,210,0x4600,0x2323
6.343930800000000,211,0x0044,0x2323
6.343946050000000,212,0x4A00,0x2323
6.343962458000000,213,0x0000,0x2323
6.343976958000000,214,0x0000,0x2323
6.343993520000000,215,0x4700,0x2323
6.344007644000000,216,0xC47B,0x2323
6.344022770000000,217,0xC500,0x2323
6.344037082000000,218,0x0000,0x0023
6.344053988000000,219,0x4C00,0x2323
6.344068082000000,220,0x0300,0x2323
6.344085238000000,221,0x4600,0x2323
6.344099176000000,222,0x0004,0x2323
6.344114238000000,223,0x4A00,0x2323
6.344130300000000,224,0x1088,0x2323
6.344144708000000,225,0x4200,0x2323
6.344161050000000,226,0x4700,0x2323
6.344175114000000,227,0xC478,0x2323
6.344190238000000,228,0xC500,0x2323
6.344204426000000,229,0x0000,0x0023
6.344221208000000,230,0x4C00,0x2323
6.344235614000000,231,0x0300,0x2323
6.344306394000000,232,0x4D00,0x2323
6.344321114000000,233,0x001F,0x2323
6.441465456000000,234,0xCC00,0x2323
6.441482424000000,235,0x0000,0x04D1
6.441501518000000,236,0x4D00,0xD1D1
6.441515986000000,237,0x001E,0xD1D1
6.441532174000000,238,0x4D00,0xD1D1
6.441546236000000,239,0x000E,0xD1D1
6.441576862000000,240,0x4600,0xD1D1
6.441591518000000,241,0x0001,0xD1D1
6.441607206000000,242,0x4700,0xD1D1
6.441621268000000,243,0x8401,0xD1D1
6.441636486000000,244,0xC500,0xD1D1
6.441651112000000,245,0x0000,0x0023
6.441668142000000,246,0xC800,0x2323
6.441729596000000,248,0x4C00,0x0101
6.441744252000000,249,0x0300,0x0101
6.441762970000000,250,0x4600,0x0101
6.441777282000000,251,0x0001,0x0101
6.441792596000000,252,0x4A00,0x0101
6.441849480000000,254,0x4700,0x0101
6.441863762000000,255,0xC401,0x0101
6.441879044000000,256,0xC500,0x0101
6.441893888000000,257,0x0000,0x0023
6.441910794000000,258,0x4C00,0x2323
6.441925168000000,259,0x0300,0x2323
6.441941262000000,260,0x4D00,0x2323
6.441955200000000,261,0x001E,0x2323
6.441973012000000,262,0x4600,0x2323
6.441987074000000,263,0x0004,0x2323
6.442002480000000,264,0x4700,0x2323
6.442016544000000,265,0x8424,0x2323
6.442031700000000,266,0xC500,0x2323
6.442046136000000,267,0x0000,0x0023
6.442063012000000,268,0xC800,0x2323
6.442079638000000,269,0x0000,0x0000
6.442094356000000,270,0x0000,0x000C
6.442111856000000,271,0x4C00,0x0C0C
6.442126480000000,272,0x0300,0x0C0C
6.442144106000000,273,0xCC00,0x0C0C
6.442158700000000,274,0x0000,0x0441
6.442175668000000,275,0x4C00,0x4141
6.442190044000000,276,0x0001,0x4141
6.442206138000000,277,0xC300,0x4141
6.442220418000000,278,0x0000,0x0080
6.442237106000000,279,0xD400,0x8080
6.442251544000000,280,0x0000,0x0102
6.442268136000000,281,0xD500,0x0202
6.442282636000000,282,0x0000,0x1D00
6.442332762000000,283,0x4100,0x0000
6.442347700000000,284,0x0040,0x0000
6.442363512000000,285,0x8FC0,0x0000
6.442433324000000,286,0x0000,0x0201
6.442433824000000,286,0x0000,0x001D
6.442434324000000,286,0x0000,0x0008
6.442434824000000,286,0x0000,0x1001
6.442435324000000,286,0x0000,0x0000
6.442435824000000,286,0x0000,0x0000
6.442436324000000,286,0x0000,0x0E38
6.442436824000000,286,0x0000,0x3008
6.442437324000000,286,0x0000,0x0001
6.442437824000000,286,0x0000,0x0000
6.442438324000000,286,0x0000,0x5D84
6.442438824000000,286,0x0000,0x40D7
6.442439324000000,286,0x0000,0x62B1
6.442439824000000,286,0x0000,0x0205
6.442440324000000,286,0x0000,0x0006
6.442440824000000,286,0x0000,0x0000
6.442441324000000,286,0x0000,0x0000
6.442441824000000,286,0x0000,0x0000
6.442442324000000,286,0x0000,0x0000
6.442442824000000,286,0x0000,0x0000
6.442443324000000,286,0x0000,0x0000
6.442443824000000,286,0x0000,0x0000
6.442444324000000,286,0x0000,0x0000
6.442444824000000,286,0x0000,0x0000
6.442445324000000,286,0x0000,0x0000
6.442445824000000,286,0x0000,0x0000
6.442446324000000,286,0x0000,0x0000
6.442446824000000,286,0x0000,0x0000
6.442447324000000,286,0x0000,0x0000
6.442447824000000,286,0x0000,0x0000
6.442448324000000,286,0x0000,0x0000
6.442448824000000,286,0x0000,0x0000
6.442585480000000,287,0xCC00,0x0000
6.442602386000000,288,0x0000,0x0441
6.442620262000000,289,0x4C00,0x4141
6.442634918000000,290,0x0001,0x4141
6.442650824000000,291,0xC300,0x4141
6.442665356000000,292,0x0000,0x0040
6.442682106000000,293,0xD400,0x4040
6.442696606000000,294,0x0000,0x0102
6.442713136000000,295,0xD500,0x0202
6.442727542000000,296,0x0000,0x1200
6.442777762000000,297,0x4100,0x0000
6.442792480000000,298,0x0020,0x0000
6.442808168000000,299,0x8FE0,0x0000
6.442852386000000,300,0x0000,0x0201
6.442852886000000,300,0x0000,0x0012
6.442853386000000,300,0x0000,0x0108
6.442853886000000,300,0x0000,0x101E
6.442854386000000,300,0x0000,0x0000
6.442854886000000,300,0x0000,0x0000
6.442855386000000,300,0x0000,0x0E38
6.442855886000000,300,0x0000,0x3008
6.442856386000000,300,0x0000,0x0602
6.442856886000000,300,0x0000,0x0000
6.442857386000000,300,0x0000,0x0000
6.442857886000000,300,0x0000,0x0000
6.442858386000000,300,0x0000,0x0000
6.442858886000000,300,0x0000,0x0000
6.442859386000000,300,0x0000,0x0000
6.442859886000000,300,0x0000,0x0000
6.442996574000000,301,0xCC00,0x0000
6.443013294000000,302,0x0000,0x0441
6.443031418000000,303,0x4C00,0x4141
6.443046044000000,304,0x0001,0x4141
6.443062230000000,305,0xC300,0x4141
6.443076950000000,306,0x0000,0x0020
6.443093636000000,307,0xD400,0x2020
6.443108324000000,308,0x0000,0x0102
6.443124886000000,309,0xD500,0x0202
6.443139450000000,310,0x0000,0x1200
6.443189542000000,311,0x4100,0x0000
6.443204230000000,312,0x0020,0x0000
6.443220292000000,313,0x8FE0,0x0000
6.443265042000000,314,0x0000,0x0201
6.443265542000000,314,0x0000,0x0012
6.443266042000000,314,0x0000,0x0208
6.443266542000000,314,0x0000,0x1006
6.443267042000000,314,0x0000,0x0000
6.443267542000000,314,0x0000,0x0000
6.443268042000000,314,0x0000,0x006A
6.443268542000000,314,0x0000,0x4000
6.443269042000000,314,0x0000,0x0602
6.443269542000000,314,0x0000,0x0000
6.443270042000000,314,0x0000,0x0000
6.443270542000000,314,0x0000,0x0000
6.443271042000000,314,0x0000,0x0000
6.443271542000000,314,0x0000,0x0000
6.443272042000000,314,0x0000,0x0000
6.443272542000000,314,0x0000,0x0000
6.443412074000000,315,0xCC00,0x0000
6.443429262000000,316,0x0000,0x0440
6.443447418000000,317,0xC300,0x4040
6.443462356000000,318,0x0000,0x0000
6.443480480000000,319,0x4D00,0x0000
6.443494730000000,320,0x001F,0x0000
6.443614106000000,321,0x4D00,0x0000
6.443629636000000,322,0x001E,0x0000
6.443645636000000,323,0x4100,0x0000
6.443659918000000,324,0x0020,0x0000
6.443675386000000,325,0x0FE0,0x0000
6.443727856000000,326,0x0101,0x0000
6.443728356000000,326,0x0012,0x0000
6.443728856000000,326,0x0000,0x0000
6.443729356000000,326,0xF08D,0x0000
6.443729856000000,326,0x1E50,0x0000
6.443730356000000,326,0xEEBD,0x0000
6.443730856000000,326,0x000C,0x0000
6.443731356000000,326,0x0000,0x0000
6.443731856000000,326,0x0004,0x0000
6.443732354000000,326,0x0000,0x0000
6.443732856000000,326,0x0201,0x0000
6.443733356000000,326,0x0002,0x0000
6.443733856000000,326,0xBDAB,0x0000
6.443734356000000,326,0x168C,0x0000
6.443734856000000,326,0xEDAD,0x0000
6.443735354000000,326,0x7F9F,0x0000
6.443824856000000,327,0x4D00,0x0000
6.443840042000000,328,0x001F,0x0000
6.443961606000000,329,0xCC00,0x0000
6.443979324000000,330,0x0000,0x0461
6.443998418000000,331,0x4D00,0x6161
6.444013106000000,332,0x001E,0x6161
6.444041606000000,333,0xCC00,0x6161
6.444057106000000,334,0x0000,0x0461
6.444074292000000,335,0x4C00,0x6161
6.444088606000000,336,0x0001,0x6161
6.444104386000000,337,0xC300,0x6161
6.444118668000000,338,0x0000,0x0020
6.444135606000000,339,0xD400,0x2020
6.444149856000000,340,0x0000,0x0002
6.444166418000000,341,0xD500,0x0202
6.444180636000000,342,0x0000,0x0C00
6.444231636000000,343,0x4100,0x0000
6.444246198000000,344,0x0020,0x0000
6.444261854000000,345,0x8FE0,0x0000
6.444306448000000,346,0x0000,0x0200
6.444306948000000,346,0x0000,0x000C
6.444307448000000,346,0x0000,0x030C
6.444307948000000,346,0x0000,0x0201
6.444308448000000,346,0x0000,0x0101
6.444308948000000,346,0x0000,0x0602
6.444309448000000,346,0x0000,0x0000
6.444309948000000,346,0x0000,0x0000
6.444310448000000,346,0x0000,0x0000
6.444310948000000,346,0x0000,0x0000
6.444311448000000,346,0x0000,0x0000
6.444311948000000,346,0x0000,0x0000
6.444312448000000,346,0x0000,0x0000
6.444312948000000,346,0x0000,0x0000
6.444313448000000,346,0x0000,0x0000
6.444313948000000,346,0x0000,0x0000
6.444447198000000,347,0xCC00,0x0000
6.444464104000000,348,0x0000,0x0460
6.444482542000000,349,0xC300,0x6060
6.444497854000000,350,0x0000,0x0000
6.444516198000000,351,0x4D00,0x0000
6.444530574000000,352,0x001F,0x0000
6.444609854000000,353,0x4D00,0x0000
6.444625042000000,354,0x001E,0x0000
6.444640854000000,355,0x4100,0x0000
6.444655074000000,356,0x0020,0x0000
6.444670604000000,357,0x0FE0,0x0000
6.444722324000000,358,0x0101,0x0000
6.444722824000000,358,0x001A,0x0000
6.444723324000000,358,0x0100,0x0000
6.444723824000000,358,0x0008,0x0000
6.444724324000000,358,0x1E50,0x0000
6.444724824000000,358,0xEEBD,0x0000
6.444725324000000,358,0x0000,0x0000
6.444725824000000,358,0x0000,0x0000
6.444726324000000,358,0x0000,0x0000
6.444726824000000,358,0x0000,0x0000
6.444727324000000,358,0x0000,0x0000
6.444727824000000,358,0x2F03,0x0000
6.444728324000000,358,0x0000,0x0000
6.444728824000000,358,0x0000,0x0000
6.444729324000000,358,0x0000,0x0000
6.444729824000000,358,0x0000,0x0000
6.444803104000000,359,0x4D00,0x0000
6.444817854000000,360,0x001F,0x0000
6.444864354000000,361,0xCC00,0x0000
6.444880480000000,362,0x0000,0x0461
6.444899262000000,363,0x4D00,0x6161
6.444913542000000,364,0x001E,0x6161
6.444959480000000,365,0xCC00,0x6161
6.444975260000000,366,0x0000,0x0461
6.444992512000000,367,0x4C00,0x6161
6.445007074000000,368,0x0001,0x6161
6.445022824000000,369,0xC300,0x6161
6.445037230000000,370,0x0000,0x0020
6.445053854000000,371,0xD400,0x2020
6.445068448000000,372,0x0000,0x0002
6.445084948000000,373,0xD500,0x0202
6.445099448000000,374,0x0000,0x0C00
6.445149104000000,375,0x4100,0x0000
6.445164136000000,376,0x0020,0x0000
6.445179760000000,377,0x8FE0,0x0000
6.445224198000000,378,0x0000,0x0200
6.445224698000000,378,0x0000,0x000C
6.445225198000000,378,0x0000,0x040C
6.445225698000000,378,0x0000,0x0201
6.445226198000000,378,0x0000,0x0101
6.445226698000000,378,0x0000,0x0602
6.445227198000000,378,0x0000,0x0000
6.445227698000000,378,0x0000,0x0000
6.445228198000000,378,0x0000,0x0000
6.445228698000000,378,0x0000,0x0000
6.445229198000000,378,0x0000,0x0000
6.445229698000000,378,0x0000,0x0000
6.445230198000000,378,0x0000,0x0000
6.445230698000000,378,0x0000,0x0000
6.445231198000000,378,0x0000,0x0000
6.445231698000000,378,0x0000,0x0000
6.445365668000000,379,0xCC00,0x0000
6.445382480000000,380,0x0000,0x0460
6.445401010000000,381,0xC300,0x6060
6.445416042000000,382,0x0000,0x0000
6.445434448000000,383,0x4D00,0x0000
6.445448948000000,384,0x001F,0x0000
6.445563042000000,385,0x4D00,0x0000
6.445578136000000,386,0x001E,0x0000
6.445594292000000,387,0x4100,0x0000
6.445608760000000,388,0x0020,0x0000
6.445624230000000,389,0x0FE0,0x0000
6.445677230000000,390,0x0101,0x0000
6.445677730000000,390,0x0008,0x0000
6.445678230000000,390,0x0200,0x0000
6.445678730000000,390,0xF05E,0x0000
6.445679230000000,390,0x1E50,0x0000
6.445679730000000,390,0xEEBD,0x0000
6.445680230000000,390,0x0101,0x0000
6.445680730000000,390,0xBDAB,0x0000
6.445681230000000,390,0x168C,0x0000
6.445681730000000,390,0xEDAD,0x0000
6.445682230000000,390,0x7F9F,0x0000
6.445682730000000,390,0x20E6,0x0000
6.445683230000000,390,0x351A,0x0000
6.445683730000000,390,0xA88B,0x0000
6.445684230000000,390,0x8DC0,0x0000
6.445684730000000,390,0x7881,0x0000
6.445774010000000,391,0x4D00,0x0000
6.445789074000000,392,0x001F,0x0000
6.445874198000000,393,0xCC00,0x0000
6.445891010000000,394,0x0000,0x0461
6.445909980000000,395,0x4D00,0x6161
6.445924760000000,396,0x001E,0x6161
6.445953636000000,397,0xCC00,0x6161
6.445969074000000,398,0x0000,0x0461
6.445986324000000,399,0x4C00,0x6161
6.446000792000000,400,0x0001,0x6161
6.446016698000000,401,0xC300,0x6161
6.446031104000000,402,0x0000,0x0020
6.446047792000000,403,0xD400,0x2020
6.446062354000000,404,0x0000,0x0002
6.446078916000000,405,0xD500,0x0202
6.446093386000000,406,0x0000,0x0C00
6.446144386000000,407,0x4100,0x0000
6.446159324000000,408,0x0020,0x0000
6.446174948000000,409,0x8FE0,0x0000
6.446219230000000,410,0x0000,0x0200
6.446219730000000,410,0x0000,0x000C
6.446220230000000,410,0x0000,0x050C
6.446220730000000,410,0x0000,0x0201
6.446221230000000,410,0x0000,0x0101
6.446221730000000,410,0x0000,0x0602
6.446222230000000,410,0x0000,0x0000
6.446222730000000,410,0x0000,0x0000
6.446223230000000,410,0x0000,0x0000
6.446223730000000,410,0x0000,0x0000
6.446224230000000,410,0x0000,0x0000
6.446224730000000,410,0x0000,0x0000
6.446225230000000,410,0x0000,0x0000
6.446225730000000,410,0x0000,0x0000
6.446226230000000,410,0x0000,0x0000
6.446226730000000,410,0x0000,0x0000
6.446360854000000,411,0xCC00,0x0000
6.446377416000000,412,0x0000,0x0460
6.446395698000000,413,0xC300,0x6060
6.446410886000000,414,0x0000,0x0000
6.446429010000000,415,0x4D00,0x0000
6.446443572000000,416,0x001F,0x0000
6.446547386000000,417,0x4D00,0x0000
6.446562448000000,418,0x001E,0x0000
6.446578166000000,419,0x4100,0x0000
6.446592324000000,420,0x0020,0x0000
6.446607760000000,421,0x0FE0,0x0000
6.446660698000000,422,0x0101,0x0000
6.446661198000000,422,0x000A,0x0000
6.446661698000000,422,0x0300,0x0000
6.446662198000000,422,0xF01B,0x0000
6.446662698000000,422,0x1E50,0x0000
6.446663198000000,422,0xEEBD,0x0000
6.446663698000000,422,0x0000,0x0000
6.446664198000000,422,0x0000,0x0000
6.446664698000000,422,0xBDAB,0x0000
6.446665198000000,422,0x168C,0x0000
6.446665698000000,422,0xEDAD,0x0000
6.446666198000000,422,0x7F9F,0x0000
6.446666698000000,422,0x20E6,0x0000
6.446667198000000,422,0x351A,0x0000
6.446667698000000,422,0xA88B,0x0000
6.446668198000000,422,0x8DC0,0x0000
6.446758324000000,423,0x4D00,0x0000
6.446773480000000,424,0x001F,0x0000
6.446888916000000,425,0x4600,0x0000
6.446904916000000,426,0x0004,0x0000
6.446921292000000,427,0x4700,0x0000
6.446935698000000,428,0x8420,0x0000
6.446951386000000,429,0xC500,0x0000
6.446966792000000,430,0x0000,0x0023
6.446984166000000,431,0xC800,0x2323
6.447000792000000,432,0x0000,0x0003
6.447015792000000,433,0x0000,0x0000
6.447033542000000,434,0x4C00,0x0000
6.447048136000000,435,0x0300,0x0000
6.447071010000000,436,0x4600,0x0000
6.447085698000000,437,0x0004,0x0000
6.447101480000000,438,0x4700,0x0000
6.447115666000000,439,0x8420,0x0000
6.447130854000000,440,0xC500,0x0000
6.447145166000000,441,0x0000,0x0023
6.447162010000000,442,0xC800,0x2323
6.447178010000000,443,0x0000,0x0003
6.447192542000000,444,0x0000,0x0000
6.447209916000000,445,0x4C00,0x0000
6.447224292000000,446,0x0300,0x0000
6.448516416000000,447,0xCC00,0x0000
6.448533384000000,448,0x0000,0x0461
6.448552416000000,449,0x4D00,0x6161
6.448566854000000,450,0x001E,0x6161
6.448596478000000,451,0xCC00,0x6161
6.448611728000000,452,0x0000,0x0461
6.448628854000000,453,0x4C00,0x6161
6.448643166000000,454,0x0001,0x6161
6.448659228000000,455,0xC300,0x6161
6.448673478000000,456,0x0000,0x0020
6.448690010000000,457,0xD400,0x2020
6.448704478000000,458,0x0000,0x0002
6.448721042000000,459,0xD500,0x0202
6.448735354000000,460,0x0000,0x0C00
6.448787854000000,461,0x4100,0x0000
6.448803260000000,462,0x0020,0x0000
6.448819572000000,463,0x8FE0,0x0000
6.448864198000000,464,0x0000,0x0200
6.448864698000000,464,0x0000,0x000C
6.448865198000000,464,0x0000,0x060C
6.448865698000000,464,0x0000,0x0201
6.448866196000000,464,0x0000,0x0101
6.448866698000000,464,0x0000,0x0602
6.448867198000000,464,0x0000,0x0000
6.448867696000000,464,0x0000,0x0000
6.448868198000000,464,0x0000,0x0000
6.448868698000000,464,0x0000,0x0000
6.448869196000000,464,0x0000,0x0000
6.448869698000000,464,0x0000,0x0000
6.448870198000000,464,0x0000,0x0000
6.448870698000000,464,0x0000,0x0000
6.448871198000000,464,0x0000,0x0000
6.448871696000000,464,0x0000,0x0000
6.449014760000000,465,0x4100,0x0000
6.449030198000000,466,0x0020,0x0000
6.449046322000000,467,0x0FE0,0x0000
6.449099384000000,468,0x0101,0x0000
6.449099884000000,468,0x000E,0x0000
6.449100384000000,468,0x0400,0x0000
6.449100884000000,468,0x0009,0x0000
6.449101384000000,468,0x1E50,0x0000
6.449101884000000,468,0xEEBD,0x0000
6.449102384000000,468,0xAE00,0x0000
6.449102884000000,468,0x4005,0x0000
6.449103384000000,468,0x0000,0x0000
6.449103884000000,468,0x0000,0x0000
6.449104384000000,468,0xBDAB,0x0000
6.449104884000000,468,0x168C,0x0000
6.449105384000000,468,0xEDAD,0x0000
6.449105884000000,468,0x7F9F,0x0000
6.449106384000000,468,0x20E6,0x0000
6.449106884000000,468,0x351A,0x0000
6.449218510000000,469,0xCC00,0x0000
6.449235290000000,470,0x0000,0x0461
6.449258040000000,471,0x4C00,0x6161
6.449272916000000,472,0x0001,0x6161
6.449289104000000,473,0xC300,0x6161
6.449303604000000,474,0x0000,0x0020
6.449320572000000,475,0xD400,0x2020
6.449335260000000,476,0x0000,0x0002
6.449351760000000,477,0xD500,0x0202
6.449366416000000,478,0x0000,0x0C00
6.449417510000000,479,0x4100,0x0000
6.449432384000000,480,0x0020,0x0000
6.449447948000000,481,0x8FE0,0x0000
6.449492384000000,482,0x0000,0x0200
6.449492884000000,482,0x0000,0x000C
6.449493384000000,482,0x0000,0x070C
6.449493884000000,482,0x0000,0x0201
6.449494384000000,482,0x0000,0x0101
6.449494884000000,482,0x0000,0x0602
6.449495384000000,482,0x0000,0x0000
6.449495884000000,482,0x0000,0x0000
6.449496384000000,482,0x0000,0x0000
